Module,Feature,Actor,Method,Endpoint,ActionHandler,RouteFile,PrimaryService,SchemaValidation,DBCollections,LifecycleStateImpact,UserFrontendMapping,AdminFrontendMapping,Notes
Listings,Admin Listings Moderation,Admin,POST,/api/v1/admin/listings/:id/deactivate,listingsController.adminDeactivateListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,approve reject deactivate expire extend soft-delete transitions,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Admin Listings Moderation,Admin,POST,/api/v1/admin/listings/:id/expire,listingsController.adminExpireListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,approve reject deactivate expire extend soft-delete transitions,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Admin Listings Moderation,Admin,POST,/api/v1/admin/listings/:id/extend,listingsController.adminExtendListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,approve reject deactivate expire extend soft-delete transitions,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Expired->live extend now routes through mutateStatus with moderation audit metadata
Listings,Admin Listings Moderation,Admin,POST,/api/v1/admin/listings/:id/reject,listingsController.adminRejectListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,approve reject deactivate expire extend soft-delete transitions,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Admin Listings Moderation,Admin,POST,/api/v1/admin/listings/:id/report-resolve,listingsController.adminResolveListingReport,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,approve reject deactivate expire extend soft-delete transitions,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/listings/counts,listingsController.adminGetListingCounts,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,approve reject deactivate expire extend soft-delete transitions,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/reported-ads,inline_handler,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/reported-ads/:id,inline_handler,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,POST,/api/v1/admin/reported-ads/:id/resolve,legacyReportsController.resolveReport,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/services,listingsController.adminListListings,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,DELETE,/api/v1/admin/services/:id,listingsController.adminSoftDeleteListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/services/:id,listingsController.adminGetListingById,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,PATCH,/api/v1/admin/services/:id/approve,listingsController.adminApproveListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,PATCH,/api/v1/admin/services/:id/reject,listingsController.adminRejectListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,PATCH,/api/v1/admin/services/:id/status,inline_handler,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/services/analytics,serviceController.getServiceAnalytics,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/services/summary,listingsController.adminGetListingCountsLegacyAdapter,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/spare-part-listings,listingsController.adminListListings,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,PATCH,/api/v1/admin/spare-part-listings/:id/approve,listingsController.adminApproveListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,PATCH,/api/v1/admin/spare-part-listings/:id/deactivate,listingsController.adminDeactivateListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,PATCH,/api/v1/admin/spare-part-listings/:id/reject,listingsController.adminRejectListing,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Admin Listings Moderation,Admin,GET,/api/v1/admin/spare-part-listings/summary,listingsController.adminGetListingCountsLegacyAdapter,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Ad|StatusHistory,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,Legacy alias route behind ENABLE_LEGACY_MODERATION_ALIASES
Listings,Ads,User/Public,GET,/api/v1/ads/,adController.getAds,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,POST,/api/v1/ads/,adController.createAd,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,DELETE,/api/v1/ads/:id,adController.deleteAd,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/:id,adController.getPublicAdById,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,PATCH,/api/v1/ads/:id,adController.updateAd,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/:id/phone,adController.getAdPhone,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,PATCH,/api/v1/ads/:id/promote,adController.promoteAd,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,POST,/api/v1/ads/:id/repost,adController.repostAd,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/:id/similar,adController.getSimilarAds,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,PATCH,/api/v1/ads/:id/sold,adController.markAsSold,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/:id/view,adController.incrementAdView,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/home,adController.getHomeFeedAds,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/my-ads,adController.getMyAds,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/my-ads/stats,adController.getMyAdsStats,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/nearby,adController.getNearbyAds,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/public/home,inline_handler,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,Deprecated returns 410 with canonical successor
Listings,Ads,User/Public,GET,/api/v1/ads/suggestions,adController.getSuggestions,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,GET,/api/v1/ads/trending,adController.getTrendingAds,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Ads,User/Public,POST,/api/v1/ads/upload-image,adController.uploadImage,backend/src/routes/adRoutes.ts,AdService|AdOrchestrator|StatusMutationService,AdPayloadSchema|PartialAdPayloadSchema|createListingValidator,Ad|StatusHistory,pending live rejected sold expired deactivated deleted with governed transitions,frontend/src/api/user/ads.ts|frontend/src/queries/useAdsQuery.ts|frontend/src/hooks/useMyAds.ts,N/A,
Listings,Reports Moderation,Admin,GET,/api/v1/admin/reports,legacyReportsController.getReportedAds,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Report|Ad,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Reports Moderation,Admin,GET,/api/v1/admin/reports/:id,legacyReportsController.getReportedAdById,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Report|Ad,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Reports Moderation,Admin,POST,/api/v1/admin/reports/:id/resolve,legacyReportsController.resolveReport,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Report|Ad,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Reports Moderation,Admin,PATCH,/api/v1/admin/reports/:id/status,legacyReportsController.updateReportStatus,backend/src/routes/admin/moderation.routes.ts,ListingModerationQueryService|StatusMutationService,adminListingsQuerySchema|lifecyclePolicyHttpGuard,Report|Ad,report status lifecycle,N/A,admin-frontend/src/lib/api/moderation.ts|admin-frontend/src/hooks/useAdminAdsQuery.ts,
Listings,Services,Business User/Public,GET,/api/v1/services/,serviceController.getServices,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,POST,/api/v1/services/,serviceController.createService,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,DELETE,/api/v1/services/:id,serviceController.deleteService,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,GET,/api/v1/services/:id,serviceController.getServiceById,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,PATCH,/api/v1/services/:id/deactivate,serviceController.deactivateService,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,GET,/api/v1/services/:id/phone,serviceController.getServicePhone,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,POST,/api/v1/services/:id/repost,serviceController.repostService,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,PATCH,/api/v1/services/:id/sold,serviceController.markServiceAsSold,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,GET,/api/v1/services/:id/view,serviceController.incrementServiceView,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Services,Business User/Public,GET,/api/v1/services/analytics,serviceController.updateService,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,Location updates now persist; updates.location is no longer dropped before DB write
Listings,Services,Business User/Public,GET,/api/v1/services/my-services,serviceController.getMyServices,backend/src/routes/serviceRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,ServicePayloadSchema|PartialServicePayloadSchema|createListingValidator,Ad(listingType=service)|StatusHistory,pending live sold expired rejected deactivated with re-review edits,frontend/src/api/user/services.ts|frontend/src/queries/useServicesQuery.ts|frontend/src/hooks/useMyServices.ts,N/A,
Listings,Spare Part Listings,Business User/Public,GET,/api/v1/spare-part-listings/,sparePartListingController.getSparePartListings,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,POST,/api/v1/spare-part-listings/,sparePartListingController.createSparePartListing,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,DELETE,/api/v1/spare-part-listings/:id,sparePartListingController.deleteSparePartListing,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,PUT,/api/v1/spare-part-listings/:id,sparePartListingController.updateSparePartListing,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,PATCH,/api/v1/spare-part-listings/:id/deactivate,sparePartListingController.deactivateSparePartListing,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,GET,/api/v1/spare-part-listings/:id/phone,sparePartListingController.getSparePartPhone,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,POST,/api/v1/spare-part-listings/:id/repost,sparePartListingController.repostSparePartListing,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,GET,/api/v1/spare-part-listings/:idOrSlug,sparePartListingController.getSparePartListing,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
Listings,Spare Part Listings,Business User/Public,GET,/api/v1/spare-part-listings/my-listings,sparePartListingController.getMySparePartListings,backend/src/routes/sparePartRoutes.ts,StatusMutationService|ListingSubmissionPolicy|AdService,SparePartPayloadSchema|PartialSparePartPayloadSchema|createListingValidator,Ad(listingType=spare_part)|StatusHistory,pending live sold expired rejected deactivated with repost to pending,frontend/src/api/user/sparePartListings.ts|frontend/src/components/user/post-spare-part,N/A,
